primary_key
43231676
44150123
48126804
44577506
45463164
43608070
43571777
44385232
44990188
45328676
43762656
44169538
46910434
48515633
48823296
48103045
45662910
43958226
43428486
43449985
44820747
45616551
43765717
49099353
46232343
48915174
44785484
47561182
46705349
46743861
43090890
48934508
49128144
48451881
48959561
45771094
45824268
48985732
45676219
43290435
46867738
45962277
46901946
45171221
44567489
45350963
44178984
49159117
48796455
45521155
43617265
43592455
45954437
48517511
43381131
48827358
49158063
45173275
45988759
45988906
46751548
44393871
44355643
46750006
49158199
45682390
43099460
45530592
48476235
48917881
45498913
45525282
45532498
43089748
44962704
46151095
49125782
44966572
43521765
46281445
43542146
45008001
45673569
45981517
46084136
44531339
44369909
45165118
46002100
46252126
46010147
45663512
48596283
48165048
48959425
45164823
48311891
47021097
45476021
44126880
45639017
43284657
43522396
48297392
44743328
43763718
48282992
43735252
44547625
44998442
43292473
46713094
45294227
43608483
46267616
48469991
47562015
48284150
45823596
43600221
46906725
46749424
48110484
43229613
43550493
43229609
45815633
43607066
44790694
46147143
48663586
48984523
44380509
43954448
48652326
48355299
43290695
46750164
44580537
44931538
48086822
49134001
43731551
48745519
49152153
48460109
48615350
46757701
45001033
45144049
46725498
48282688
45164695
43567397
48617060
45614696
43531934
44935342
44536670
46000504
44822064
43377275
45328814
45684817
43411021
46704285
46906713
43129588
43274505
43607226
44386640
46110015
44351359
48793311
44332199
44941084
45988265
48614824
43553272
48749593
48922610
44757523
46277175
46913882
46007659
45822412
45314752
45490556
45530030
45179830
43387387
44964163
43776190
46868899
44131023
48922068
45617222
48358297
45937968
48095542
48478192
44561456
47526242
48163825
45535455
49170175
44801404
48308771
48909540
47028140
46748507
43127156
43115586
47050561
46267641
43939342
48519127
43091132
46902511
43101478
44991898
45529541
48912170
45174248
46697055
47555518
46697052
44966448
47566436
44754653
44349576
43102800
48152980
48151080
48636652
43765993
46097455
48959078
43072181
45120322
43769132
47586155
49161469
46282139
48352544
48148352
46915809
43558623
48620928
44178996
48290583
45103316
48130517
48289471
48916407
43538933
43123009
43133204
43133208
45792581
43101418
48596690
43400621
45521949
44369416
46270977
49169717
48090605
46085223
45618463
49137615
49127022
45001487
43945367
44362373
47064659
48103143
45460155
43229322
45175340
43380401
43959597
45670220
45528591
45820732
45673719
46157320
43265297
45755448
43767237
48612151
48795620
45764974
45824944
46876184
48345797
43947712
44175840
49088404
47593482
47572314
45990722
48118204
43285503
49108884
43445333
46110854
43746427
44765339
48925824
49127112
48677175
48832679
45164942
45163256
43441856
46914506
43384244
44335322
45625311
43775648
48477650
43132452
45822000
43717912
44313354
45160508
43420584
48306197
48358473
43419302
48156691
48512530
44806844
48115552
47539735
45811668
45535120
45640025
47039636
48276410
44180621
48335053
43911060
48286089
46001032
44313958
46216752
43931418
43732966
48822992
48667716
45654072
43098411
47535487
43608508
44803917
48488249
46234478
48515258
46994393
48764398
43763723
45667654
43549583
44947196
46101939
47541712
48832383
46005681
43951980
45122710
43273328
44120026
48090677
45364819
45364674
45183978
45364443
43775752
43923383
43720014
48957762
48818905
43530881
48780115
45645325
44992504
43223216
43128797
43547685
44115673
44115681
48120900
48336184
44992871
43767852
45653413
43917877
44393088
44378973
45665060
48953821
45624570
49127379
43075554
45625976
44187574
43516592
45808072
46869162
48459159
48343684
43605461
46284909
49100929
43294146
47010997
45950990
46108931
45333753
47046005
49093509
48150883
45111570
44570115
46269946
47518532
47019799
43593684
48937588
44167190
46110195
43547192
48314001
44355275
46907547
49138472
45658017
48804426
44186265
43960265
43546965
47538749
43535125
44990089
48519509
45984053
48291886
46248448
44354579
45664271
45612171
44920738
48207670
48983798
43404886
48620151
43233736
44325484
48959187
48160607
43522058
49134176
46693368
43948741
43258940
45326957
43258879
43287640
46006585
45641674
45824472
45159138
43284200
45130278
48929502
45296271
48465945
43532552
48756932
44530932
43448779
44979055
48500096
48517790
44515851
47556145
44182875
45469145
48664295
45467799
43606290
48656651
43279358
43066118
46889459
44966813
45170776
46746406
48169747
48594129
43272888
45348661
44370387
43286018
43569554
44521197
45175042
43790359
43919741
45109673
46763998
48207936
44503999
48655407
43782282
46904303
48773190
43776568
48086711
48276796
48479562
43775694
43429425
43952087
44372576
49133899
43780416
47525244
45158997
43900480
46078280
45780091
45639598
43570377
43608139
45295122
43232043
48323965
45618538
48154465
44789427
44989179
46738279
48330886
43072941
44181501
43584641
44334736
43100286
48112077
49126354
48979565
43397825
46274370
46749416
44150331
44529643
45668545
43386589
45640134
45344200
43918099
43965238
43963842
46884280
46145848
43392931
48920411
43752266
43293289
43293237
43246120
43735446
45016308
45750462
45289269
43087600
43113101
44581714
43445866
46145104
43252349
46869071
44792591
43263266
43522098
44383264
43771921
45610663
48161293
46745864
48462752
48605367
46725987
46239952
46220501
48822738
44995589
46699541
44943205
43285699
44809912
46269516
48345625
43292151
45825638
43770446
46081619
48162262
43593046
43607681
45350080
47555356
45618343
45991347
44967264
46272374
43930039
43124630
49156397
43908833
48794965
44821697
44561338
46140681
44743573
49106631
48804534
43951491
48980124
48511476
43918069
45135440
45753788
48959835
44512688
44119153
43557123
43543694
44151985
43962548
44125949
43611057
48916460
49162573
46142402
46272704
46001622
44732356
43228919
43535188
45113749
48760289
44749036
45491462
45295198
43767349
43955474
45328034
43963219
45681179
48339785
45669482
44142682
45607701
45337121
48955728
47562768
43129021
46911689
46272184
48080540
48318086
43382521
49098895
43420638
48981276
46994611
43085559
46696750
43781632
43597747
43380638
48910283
45515799
48345974
45333853
45670695
45652374
44339401
48475686
46263598
45522048
45174362
45830152
46269024
48606977
44960844
43261936
48090404
45525653
43242293
43948839
43386043
44373901
43906602
45980972
43594031
49161251
48089822
44815440
44127261
43114199
48463281
47043860
48749962
44341461
44375136
45161503
43239564
45162626
45661683
46084475
43617297
43905314
45339576
45310300
43590287
44781448
44926107
48787950
45507866
46280905
48906770
46701394
48928156
48599863
45323330
46756627
48636826
46084313
45002029
48351083
45168912
43608929
45939879
47003058
44924651
43230095
48307881
48364086
44928159
43535728
47007627
45000069
48104170
48457954
44784256
45130624
45468322
43947955
43762973
44942183
44578073
47538615
46274876
45350146
45334154
48362582
45308837
45141377
43372059
44171753
43240427
44568843
48123899
46869788
48279255
44184883
47593639
45792336
49137025
48794856
46083943
45343614
45136689
43951524
45165123
43532700
44969830
46705518
48165246
44121283
45167968
43450048
43063165
43944509
43371682
43728570
44118973
47577410
43779565
44931582
48788070
46278606
